id,domain,source,quality_Q
BkiUdeE4uzlha6mQpLcR,commoncrawl,A1,0.6647992562876814
BkiUd7Q5qhLBWAiyVmE-,commoncrawl,A1,0.7041220268637102
BkiUdG7xK7FjYHGHz5DW,commoncrawl,A1,0.41739351861548735
BkiUfDk25V5jWXnEMgq4,commoncrawl,A1,0.66049442330652
BkiUe2s4uzlh9qpEiuCV,commoncrawl,A1,0.59952285389232
BkiUfMXxK7Ehm4qs1mwd,commoncrawl,A1,0.5065435610030786
BkiUbNLxK7Tt6CA5FIvJ,commoncrawl,A1,0.4545773856535959
BkiUczw4c3aisE1SQCW6,commoncrawl,A1,0.6282069618188543
BkiUanrxK7Tt6CA5Em6X,commoncrawl,A1,0.6645813057357832
BkiUbWA5qsNCPdNDGfhK,commoncrawl,A1,0.4457522616871384
BkiUdfY5qsMAI7WbBVRR,commoncrawl,A1,0.62879853292171
BkiUbsI5qdmB62kgJFLU,commoncrawl,A1,0.6520154572835407
BkiUdow5qsJBjuAa6QHN,commoncrawl,A1,0.6849570343680869
BkiUdHk5qrqCyvoj1VWC,commoncrawl,A1,0.7037664940303688
BkiUfqE25V5jfvIP6Iz2,commoncrawl,A1,0.553379086913541
BkiUdek5qYVBYPffxV7f,commoncrawl,A1,0.6034743452513087
BkiUbInxaL3SuhOolswz,commoncrawl,A1,0.6684629956175016
BkiUd1_xK4tBVhat4hA_,commoncrawl,A1,0.6139539851256712
BkiUdic241xg-MOC_T55,commoncrawl,A1,0.6424521338947322
BkiUdBPxK6wB9jjDf3_W,commoncrawl,A1,0.7361472781101916
BkiUd9I5qoTBEmQ0QJzK,commoncrawl,A1,0.6527357043098488
BkiUf44241xiMs_hTl4M,commoncrawl,A1,0.4070027533474192
BkiUdDI5qhDBbAkZEHVv,commoncrawl,A1,0.4666823188430883
BkiUa8825V5hc_Oxv7bi,commoncrawl,A1,0.7351223872641177
BkiUdlLxK03BfHDu4heT,commoncrawl,A1,0.5869640813941793
BkiUcd7xK0zjCrsN_GvP,commoncrawl,A1,0.5412532995357938
BkiUeanxK6nrxqmo0mHK,commoncrawl,A1,0.6881747743861051
BkiUdgs5i7PA9O6rTTcJ,commoncrawl,A1,0.5771606085140085
BkiUdgM5qhLA3caTa9mU,commoncrawl,A1,0.64289226718818
BkiUb_DxK1ThhAqzVbtQ,commoncrawl,A1,0.7130333762735647
BkiUc0g4uzlha6mQojvO,commoncrawl,A1,0.4878094602191802
BkiUcwE4eIZjfagW4DT8,commoncrawl,A1,0.47659077251258186
BkiUdSY4uBhhxNZlVUvm,commoncrawl,A1,0.4891997238640725
BkiUc9825V5il8hB9Iqe,commoncrawl,A1,0.5268401252258949
BkiUc385qX_Bc1tFFluT,commoncrawl,A1,0.6325877110967559
BkiUc9M5qoYAq3Pz80rJ,commoncrawl,A1,0.7963455063164656
BkiUbvg5qU2Ap1mgS1HO,commoncrawl,A1,0.691564153505441
BkiUdkQ5qsBC_MvyfmYj,commoncrawl,A1,0.5788488571558617
BkiUeVO6NNjgBtyggiDW,commoncrawl,A1,0.5812862573564729
BkiUajbxK19JmejM69HT,commoncrawl,A1,0.711995787222606
BkiUe9U5qhDCgmFdg6DL,commoncrawl,A1,0.5907981032847684
BkiUfa7xK4tBViZLHodd,commoncrawl,A1,0.534758407495378
BkiUd6Q5qdmDNmRzVn-F,commoncrawl,A1,0.6486281144373305
BkiUcHk4ubnjom5B55fn,commoncrawl,A1,0.7662214387834269
BkiUc5rxK7Tt6AlxDc-q,commoncrawl,A1,0.688363643255991
BkiUa2PxK6-gD5TlbV4W,commoncrawl,A1,0.785209899205845
BkiUbYU4uBhhxE6LxXfQ,commoncrawl,A1,0.5456764709285741
BkiUfkrxK6nrxq6DpxoA,commoncrawl,A1,0.5144555283617617
BkiUfnY4uBhiv3WcI3ln,commoncrawl,A1,0.6233933585286597
BkiUdYM4eIXh3G5Czy_5,commoncrawl,A1,0.52298951333519
BkiUacrxK7FjYCv2POKZ,commoncrawl,A1,0.5854211901588698
BkiUddE4dbghTN2K2MT-,commoncrawl,A1,0.6523397243177218
BkiUba_xK7DgtAAQHh8N,commoncrawl,A1,0.760224439469966
BkiUcq_xK0zjCxN_svzl,commoncrawl,A1,0.6229262571068097
BkiUcG85qhLAB-QFu3Uv,commoncrawl,A1,0.43060699004280245
BkiUfQzxaKgQUv_dNtML,commoncrawl,A1,0.497722074961819
BkiUdb05qYVBhn-WmB7F,commoncrawl,A1,0.6395562650831416
BkiUdO04dbghSWQcXOP9,commoncrawl,A1,0.6178192370371446
BkiUdVg25V5ij0Pv7krS,commoncrawl,A1,0.6610200058454306
BkiUdiU5qWTBD5_PlNMK,commoncrawl,A1,0.617646151921155
BkiUcdfxK6-gDyrT8pGA,commoncrawl,A1,0.5880378263678483
BkiUedXxK7IDBqEWVNje,commoncrawl,A1,0.7080836537727816
BkiUdTrxK6nrxl9bNfWX,commoncrawl,A1,0.5965001796183587
BkiUeZ3xK6wB9k0iMtgh,commoncrawl,A1,0.5958354825766397
BkiUbTXxK6wB9dbuR9Hs,commoncrawl,A1,0.5517079517807155
BkiUbY7xK6EuNCwytk_1,commoncrawl,A1,0.5483250125950015
BkiUdkw5qoTBEBw4JGEw,commoncrawl,A1,0.5242109082858457
BkiUb5vxK6-gD0SrcCiF,commoncrawl,A1,0.6902607577343969
BkiUa8PxK2li-Hhr9xgD,commoncrawl,A1,0.5985839226203734
BkiUeEvxK5YsWOzBC-1j,commoncrawl,A1,0.6955167467453157
BkiUdR04dbgg2ozrH8hy,commoncrawl,A1,0.7500215771916138
BkiUePw4eIOjRtI4adHy,commoncrawl,A1,0.7141882054368631
BkiUaUzxK6nrxpQcylle,commoncrawl,A1,0.6498525666593127
BkiUdvfxK6wB9jjDgjFD,commoncrawl,A1,0.6631185017359353
BkiUeRHxK7kjXLlzdGZk,commoncrawl,A1,0.697812183487807
BkiUdK05qdmB66dybE3k,commoncrawl,A1,0.62353882795211
BkiUdc04uBhi65FQgWQ5,commoncrawl,A1,0.7525133529024561
BkiUbjY4eIXgu1N6gZO-,commoncrawl,A1,0.5779624833289952
BkiUbQrxK7ICUn2IYQll,commoncrawl,A1,0.8240972055616959
BkiUepXxK7FjYEB4WyHC,commoncrawl,A1,0.5818669648934864
BkiUcoTxK03BfL1dU9zS,commoncrawl,A1,0.6112303466615514
BkiUadLxK1yAgXBVCL8b,commoncrawl,A1,0.6178833708366536
BkiUacfxK7kjXIdG8B5W,commoncrawl,A1,0.3422591815781607
BkiUbDfxaKPQoka4Qlh5,commoncrawl,A1,0.5828372060208057
BkiUfV85qhLB215XMvw0,commoncrawl,A1,0.5724305959739039
BkiUdFg5qX_BkksYXMkh,commoncrawl,A1,0.6030593634496936
BkiUcOc5qsNCPeN2FZzB,commoncrawl,A1,0.5841270513087857
BkiUffU5qhDCZ21LDF61,commoncrawl,A1,0.6159574761677412
BkiUgIk5qhDCz6hCLQio,commoncrawl,A1,0.5422790682541486
BkiUdEM5qX_BjprW8UMC,commoncrawl,A1,0.5181189777746052
BkiUbUvxaL3Sug5GKZfB,commoncrawl,A1,0.5418262810912452
BkiUfkLxK7kjXIdHA4KT,commoncrawl,A1,0.621671209449628
BkiUgGbxK4sA-5fmz_sS,commoncrawl,A1,0.7996841922754903
BkiUdVQ5qsMAI6JFtMuh,commoncrawl,A1,0.5986902392429654
BkiUfLM5qhLBlnv5Fm8v,commoncrawl,A1,0.6232208020070986
BkiUdWw4eIXhxFYKU0YR,commoncrawl,A1,0.6175505412761745
BkiUdLQ5qoTA-75ci12X,commoncrawl,A1,0.4338499473769328
BkiUbME4uBhhw71LK5yc,commoncrawl,A1,0.6651434513658124
BkiUdpY5qhLBCSMaNoGk,commoncrawl,A1,0.5947952874437845
BkiUc2o5qWTA8XvyS5EK,commoncrawl,A1,0.601067893876754
BkiUdak5qrqCyvGx5t3a,commoncrawl,A1,0.7115128685608684
BkiUdhPxK6Ot9Pm3vmBU,commoncrawl,A1,0.49965852468988564
BkiUfLrxK0iCl36cYV8K,commoncrawl,A1,0.5494638594524333
BkiUdwo5qdmDNlI6-uYH,commoncrawl,A1,0.576090877601182
BkiUdJI5qsBB3XW1flk5,commoncrawl,A1,0.6828366550282584
BkiUbqY4uzki0mx0Nk0y,commoncrawl,A1,0.551313338307024
BkiUcwE5qhLA5d-DFFj9,commoncrawl,A1,0.41793384055589783
BkiUeWk4eIOjRt7BLiSP,commoncrawl,A1,0.5875510123770089
BkiUdbQ5qYVBXTJ3Bhb1,commoncrawl,A1,0.638068868987456
BkiUaqvxK6nrxqmoxFfb,commoncrawl,A1,0.6659945496950372
BkiUai3xK6-gDz87NeTA,commoncrawl,A1,0.6638213088182049
BkiUfA7xK0fkXQzmM1Gb,commoncrawl,A1,0.6210057226831444
BkiUabrxK6Ot9V_E1Zq-,commoncrawl,A1,0.6704716211779872
BkiUeJ7xK3YB9m3uw1wd,commoncrawl,A1,0.5054605517253715
BkiUbtw241xg935cMpgf,commoncrawl,A1,0.6429687942816525
BkiUa6I5qX_AY17ClZ5C,commoncrawl,A1,0.6912507582247748
BkiUc_Y25YjgKOpQ6NYR,commoncrawl,A1,0.6170367524093961
BkiUdJbxK02iP15vgCtE,commoncrawl,A1,0.674575125888592
BkiUeEc25V5ha7jY9cC8,commoncrawl,A1,0.6169627553172932
BkiUeN04eIOjRxJW9yMe,commoncrawl,A1,0.4633744560323403
BkiUeCrxK6Ot9WA5iS65,commoncrawl,A1,0.6130098122259127
BkiUfdI5qhDCWcKLxhyb,commoncrawl,A1,0.49452832172500133
BkiUdfk4eIZjvTAIY2ct,commoncrawl,A1,0.6220468555102726
BkiUdlc4uzlh3iJcVHCG,commoncrawl,A1,0.5801093286905081
BkiUdgk4eIZjyr7dvKgN,commoncrawl,A1,0.5383346526384778
BkiUbsbxK1ThhCdy6_VS,commoncrawl,A1,0.6293129844218761
BkiUfuHxK7kjXLlzehhB,commoncrawl,A1,0.5204482013916794
BkiUfQ45qsFCgpxUVr22,commoncrawl,A1,0.3441610323418237
BkiUdH44eIXhqCi86npG,commoncrawl,A1,0.6146941970976194
BkiUcRHxK4sA-5Y3rlRo,commoncrawl,A1,0.6758648004079426
BkiUdjA4dbgg9CUVsfKz,commoncrawl,A1,0.7323236069010784
BkiUbCzxK6nrxq6Dldqt,commoncrawl,A1,0.6374773557841807
BkiUfvjxK6-gDw5Axu07,commoncrawl,A1,0.6960054455974777
BkiUdrw5qhLACAkxBIAU,commoncrawl,A1,0.5230888586542137
BkiUd5c5qrqCysbsCxQp,commoncrawl,A1,0.4703323869147049
BkiUdbw5qoaAwqc6Vnb5,commoncrawl,A1,0.6786458503534644
BkiUcNDxK6EuNBRhHQMN,commoncrawl,A1,0.6784666829385666
BkiUf5bxK6-gDz87SkdW,commoncrawl,A1,0.581121891235626
BkiUdX45qYVBNAWDbjrX,commoncrawl,A1,0.6588131825840038
BkiUanjxK7DgtAWeyLz0,commoncrawl,A1,0.5477470068150637
BkiUdjPxaJJQnJA_XdbH,commoncrawl,A1,0.7336274978983082
BkiUd0o5qdmDI1x-YbsH,commoncrawl,A1,0.4136419654463955
BkiUd4nxK1ThhCdy9AKq,commoncrawl,A1,0.4933005828913537
BkiUc4vxK4sA-5Y3sHly,commoncrawl,A1,0.7711654275451583
BkiUcMvxK0zjCobCNecz,commoncrawl,A1,0.6266873249511212
BkiUgXPxK7ICUt7cRgiU,commoncrawl,A1,0.7176558955203033
BkiUgWnxK3xgpfdGR3KS,commoncrawl,A1,0.685479698852762
BkiUcRzxK03BfNelWLS6,commoncrawl,A1,0.3299675696489315
BkiUdrU5qhLACGN8YbOv,commoncrawl,A1,0.6917040427221011
BkiUfa05qhLBxVCRgon4,commoncrawl,A1,0.6278006825432636
BkiUd9TxaKgQNICjgzZh,commoncrawl,A1,0.6152832260272207
BkiUdLQ4uBhiwapZwQo4,commoncrawl,A1,0.5373705626198865
BkiUcIfxaJJQnMsby12o,commoncrawl,A1,0.6005642115658976
BkiUgIk241xiQk66ove3,commoncrawl,A1,0.6841687910324189
BkiUc2425V5ilYgEQBU6,commoncrawl,A1,0.779235778034672
BkiUc9rxK3YB9m3uvfce,commoncrawl,A1,0.6206635081375872
BkiUbXs4eIXgu1N6gMHc,commoncrawl,A1,0.49493977851741944
BkiUdTs4eIXhvb74PYce,commoncrawl,A1,0.38697700727599155
BkiUdcTxK4sA-5Y3srxK,commoncrawl,A1,0.5391262318541256
BkiUd185qYVBcTolxvpq,commoncrawl,A1,0.5673683548523356
BkiUdG0241xiEptdWQbN,commoncrawl,A1,0.46789498585925676
BkiUfFs25V5jcCRIJMZB,commoncrawl,A1,0.6357506571810029
BkiUdRM5qU2Ap6XtYdnm,commoncrawl,A1,0.5377677412036972
BkiUd_TxK7kjXIK5sVp_,commoncrawl,A1,0.47777233580716877
BkiUd6rxaKPQoka4SbK7,commoncrawl,A1,0.6649490727716871
BkiUdxc5qsNCPeN2GM-f,commoncrawl,A1,0.6054354886034689
BkiUa17xK6nrxpQczFB8,commoncrawl,A1,0.47753735765375377
BkiUdZU5qWTD6faZ28Sc,commoncrawl,A1,0.49947070456757503
BkiUbco4uzqh_FxelCc5,commoncrawl,A1,0.5543924183927118
BkiUdQfxK3YB9ohkMk6c,commoncrawl,A1,0.7942020959582651
BkiUds44uBhi4In9Yop-,commoncrawl,A1,0.5796123959702308
BkiUeFE5qoYA4vSM3hsN,commoncrawl,A1,0.66112588524241
BkiUcirxK0-nUh8iJN7h,commoncrawl,A1,0.8091914646130228
BkiUdxg5qWTBGh9URONU,commoncrawl,A1,0.6794901668949652
BkiUdIrxaKgT106JsPxz,commoncrawl,A1,0.6154937799438166
BkiUdEk5qoYAm1d-C2W8,commoncrawl,A1,0.47811837648191746
BkiUdao5qoTAkOJ5Bo4N,commoncrawl,A1,0.6930982510847638
BkiUbrM5qoTDtzcIAkYO,commoncrawl,A1,0.6410617170604286
BkiUdhM4dbghblPW5EiW,commoncrawl,A1,0.6171492887999098
BkiUbtbxK03BfHDu3LRy,commoncrawl,A1,0.6946588175272885
BkiUd9Q4uBhjAuZO7qe0,commoncrawl,A1,0.7786756283359506
BkiUd205qdmDLggdDAB2,commoncrawl,A1,0.5448303740249312
BkiUbfo4dbgj407o1SSH,commoncrawl,A1,0.6300312066411686
BkiUbFTxK1UJ-rRH-TvH,commoncrawl,A1,0.5803899126613192
BkiUbhs5qWTD6cbksLHo,commoncrawl,A1,0.5989711494470014
BkiUdu85qsJBjXav9Amu,commoncrawl,A1,0.5517634803606108
BkiUaZzxK7Dgs_aSSKg9,commoncrawl,A1,0.7309209031898064
BkiUdn45qX_Bxrt1v1p1,commoncrawl,A1,0.6140415617869394
BkiUbAjxK7Dgs_XS96F0,commoncrawl,A1,0.7201385418978146
BkiUdgc5qoTDtvejzf01,commoncrawl,A1,0.6584830393854381
BkiUbds4eILhQCVbdds2,commoncrawl,A1,0.7018348472195814
BkiUdrM25V5ipNhMCQLc,commoncrawl,A1,0.8127034610832251
BkiUcIa6NNjgBpvIAbGQ,commoncrawl,A1,0.6043113459273739
BkiUf2s5qhDCbXrR5ujV,commoncrawl,A1,0.6213402199353102
BkiUc8_xK6wB9mpb1zxa,commoncrawl,A1,0.6549201192504546
BkiUelDxaKgTq1C9O5a5,commoncrawl,A1,0.7339068823596455
BkiUd_g5qX_BxlWi8miJ,commoncrawl,A1,0.7195974032320608
BkiUf73xK1yAgXBVHaS3,commoncrawl,A1,0.6818487782093898
BkiUcqjxK1Thg98UfeM1,commoncrawl,A1,0.6594938380048908
BkiUczY5qdmC89dscgHX,commoncrawl,A1,0.674756348656145
BkiUgT3xK7IABDHEZ-C0,commoncrawl,A1,0.7289615830997644
BkiUgB7xK7IDBOV4tj87,commoncrawl,A1,0.7511393661336307
BkiUd7m6NNjgB0Ss2xZz,commoncrawl,A1,0.5827848457262366
BkiUexnxK0wg0_75ALbV,commoncrawl,A1,0.604655701769818
BkiUd9E25V5ha7jY9SkW,commoncrawl,A1,0.6125935699854833
BkiUd0g4eIOjRzejrzCJ,commoncrawl,A1,0.5087701915607082
BkiUfVjxaKgQVeJrm4zy,commoncrawl,A1,0.6047172830175312
BkiUeevxK6nrxq6DorwN,commoncrawl,A1,0.3574453062791757
BkiUdk84uzki0w_tkvRp,commoncrawl,A1,0.6505111419715062
BkiUfKDxK4sA-9zSCabg,commoncrawl,A1,0.6857118310506268
BkiUbpE5qsJBjjDurGbM,commoncrawl,A1,0.6418742634786021
BkiUb8bxK7Ehm79fbuVN,commoncrawl,A1,0.6808838979751909
BkiUa_bxK6Ot9UjD_TMd,commoncrawl,A1,0.3929937542241223
BkiUdkk4uzlhfMbxUHc2,commoncrawl,A1,0.7770590283492806
BkiUfYM5qhLBtiOLc2sy,commoncrawl,A1,0.43621781639166207
BkiUdME5qYVBV2nwbCOb,commoncrawl,A1,0.6710553504163377
BkiUbo7xK7Tt522WY7at,commoncrawl,A1,0.6823338115503167
BkiUfzk25V5jgpkz2ynK,commoncrawl,A1,0.5076585476702655
BkiUdcc5qoYAttXCy5y_,commoncrawl,A1,0.7959383629431134
BkiUd8vxK02iP4WkAufY,commoncrawl,A1,0.521867731496783
BkiUdJQ5jDKDyKU9DERm,commoncrawl,A1,0.6301220565661517
BkiUdw7xK1ThhAcYk7Xv,commoncrawl,A1,0.6299923414192222
BkiUdsE5qoYAzjhRy0UT,commoncrawl,A1,0.606151132687693
BkiUcLrxK6-gD5TlciPR,commoncrawl,A1,0.6535831312201862
BkiUdh05qoYAsbqIR0TI,commoncrawl,A1,0.7316239222169071
BkiUd03xK7ICUmfb0DlW,commoncrawl,A1,0.34950639486190604
BkiUf145qhDC0kZMYbQU,commoncrawl,A1,0.4308484376241499
BkiUbWY4uzqh_DvIkntC,commoncrawl,A1,0.6159601033644898
BkiUbWbxaJiQn5NNhyYh,commoncrawl,A1,0.5564874348715891
BkiUc3c4ubnjorNy3-dk,commoncrawl,A1,0.5918294827238694
BkiUdV04ubng4IUB1DLB,commoncrawl,A1,0.4303475660477601
BkiUcTPxK6wB9mn4-Jl9,commoncrawl,A1,0.4913125814284038
BkiUbRPxaJiQnLwYjvzD,commoncrawl,A1,0.6514747025375879
BkiUcH_xK6nrxl9bMW_n,commoncrawl,A1,0.71662623648302
BkiUboPxK02iP4Y2tdBr,commoncrawl,A1,0.7678305521828673
BkiUfaXxK7IAHQ7RZ6Tp,commoncrawl,A1,0.8048450274587673
BkiUc6U4dbgg3WyissTf,commoncrawl,A1,0.602423225471013
BkiUc945ixsDMB_Miub3,commoncrawl,A1,0.7389937700295861
BkiUfpk25V5jfvIP6IFN,commoncrawl,A1,0.6426785678768032
BkiUbgM4eILhQCyVw0o-,commoncrawl,A1,0.6340139192604494
BkiUe4Y5qsFCifBZHHqI,commoncrawl,A1,0.4604000793748767
BkiUds44eIZjn9vgITTm,commoncrawl,A1,0.6803928926236692
BkiUdfg4eIZjqq6slli2,commoncrawl,A1,0.6215470166077816
BkiUbZnxK2li-LJsuM5N,commoncrawl,A1,0.4913429135342759
BkiUbO85qoTDtozcqcnK,commoncrawl,A1,0.5243078070696494
BkiUdAvxK02iP1lCYHPt,commoncrawl,A1,0.47679741537355264
BkiUdQg5qoYAw9DL6VuB,commoncrawl,A1,0.6111108748975331
BkiUbxrxK7kjXMEc7vks,commoncrawl,A1,0.6188383689271767
BkiUdAk5qhDBXmAdOWr4,commoncrawl,A1,0.6487745100345839
BkiUdhk5qWTBBvMd7TBE,commoncrawl,A1,0.7547895511672358
BkiUa2k5qsNCPep74w5d,commoncrawl,A1,0.6885807515630362
BkiUd5s5qYVBgCinO5Lv,commoncrawl,A1,0.6940806635329317
BkiUfRvxK7IABDHEZcmu,commoncrawl,A1,0.7114958046151716
BkiUdjTxK6wB9mpb2aDh,commoncrawl,A1,0.5998682462924695
BkiUd9E4dbghTeUMVVP2,commoncrawl,A1,0.7048052235507227
BkiUbEc5qsNCPdNDGSck,commoncrawl,A1,0.7703392737308252
BkiUadrxK6-gD5Tla-yy,commoncrawl,A1,0.6702854185422344
BkiUe5o25V5jS9ZhYsnD,commoncrawl,A1,0.7472775346301266
BkiUa5g4eILhQLGUSz4_,commoncrawl,A1,0.5784639330504918
BkiUbL3xK02iP4Y2tBWY,commoncrawl,A1,0.6520017202401013
BkiUdDg241xiD5zZ-prW,commoncrawl,A1,0.6000346595661656
BkiUdl44c3aisLf0P-xc,commoncrawl,A1,0.5632212492991328
BkiUbhE4uzqh-42_TKml,commoncrawl,A1,0.6084121984761056
BkiUaiDxK4sA-5Y3qAiu,commoncrawl,A1,0.6766581889166269
BkiUeD425V5jESabIIqO,commoncrawl,A1,0.691809809785031
BkiUfEDxK7kjXIK5taUb,commoncrawl,A1,0.6685414334794576
BkiUbAY5qsNCPXodi6K8,commoncrawl,A1,0.7734727843244696
BkiUcTC6NNjgBpvIAliL,commoncrawl,A1,0.5821819059936131
BkiUasXxK3xgpfdGNvTE,commoncrawl,A1,0.488048071653552
BkiUdAs5qsBB3YgzmnGa,commoncrawl,A1,0.6769333865220034
BkiUbWI5qoYDgXBRp0Xi,commoncrawl,A1,0.6592786872283497
BkiUbIU4uzqh_E1zmF6N,commoncrawl,A1,0.595455660342804
BkiUd2M5qWTBHCllFDnR,commoncrawl,A1,0.6586086551424437
BkiUdW84ubnhC4Ri6yCx,commoncrawl,A1,0.5493332698064182
BkiUa37xaKPQoekS2JrF,commoncrawl,A1,0.7003421313453915
BkiUdBk4uBhi1OGmcY4m,commoncrawl,A1,0.7277209805661775
BkiUdMY4eIXhsP2jphUk,commoncrawl,A1,0.6223888551215044
BkiUdDQ241xiDDDH9ZzD,commoncrawl,A1,0.5872050909676163
BkiUb__xK6nrxl9bMPOG,commoncrawl,A1,0.5575503776936641
BkiUeNjxK6wB9dbuUwHm,commoncrawl,A1,0.5671428520813517
BkiUc8E4uzlhge3-E1fY,commoncrawl,A1,0.7895970517739659
BkiUdzo4uBhjAAuFmtrh,commoncrawl,A1,0.6516856639776684
BkiUdx44dbghYS8bAusC,commoncrawl,A1,0.6681941082005263
BkiUdUI5ixsDMO6yt-cR,commoncrawl,A1,0.5993997769972021
BkiUfT_xK6wB9dbuVzI4,commoncrawl,A1,0.7826025323352508
BkiUa6k4uBhhw71LKkqg,commoncrawl,A1,0.7958203203584866
BkiUb1LxK6-gDyrT7_7r,commoncrawl,A1,0.5102619995640847
BkiUdSU4uzlh5TJwIhAA,commoncrawl,A1,0.5993208665033186
BkiUcnvxK7Tt6CA5Ggnq,commoncrawl,A1,0.6041676204607038
BkiUeXbxK7IAFiMOEALt,commoncrawl,A1,0.6578220961504535
BkiUcgbxK5YsWTJsPCWx,commoncrawl,A1,0.6920243136828478
BkiUenI5qhDCHWDRFITI,commoncrawl,A1,0.4804840795322512
BkiUde85qX_Bpe9RFh57,commoncrawl,A1,0.7952853823890818
BkiUci7xK7FjYEB4Uzkn,commoncrawl,A1,0.3804232805453478
BkiUd985qWTD6fxGXOf-,commoncrawl,A1,0.46568030529775745
BkiUbWA5qsBB3SqbrsZa,commoncrawl,A1,0.6184559116922537
BkiUfF_xK4sA-7sDg3lh,commoncrawl,A1,0.6255667595521702
BkiUbLs4uBhhxJplY4lL,commoncrawl,A1,0.4775487128100577
BkiUdofxaKPQos1WZv5L,commoncrawl,A1,0.7060317481428084
BkiUaRnxK3YB9i3RHzVl,commoncrawl,A1,0.5412561384175889
BkiUdzk4eIZjw2_KBS-N,commoncrawl,A1,0.7064173695950337
BkiUfa_xK0wg0_75A1B_,commoncrawl,A1,0.6406680128878214
BkiUdeY5qoTAk-0Y2V5l,commoncrawl,A1,0.7722144945274327
BkiUbY45qoaAwjlS6LLC,commoncrawl,A1,0.6255116171986821
BkiUbbw4c3aisA9EMG02,commoncrawl,A1,0.6019234414764086
BkiUe5zxK7kjXLlzdtlq,commoncrawl,A1,0.5550913806826291
BkiUcSXxK7ICUyBuzzfA,commoncrawl,A1,0.6335154567940362
BkiUd_g5qsBB3MeCwfFw,commoncrawl,A1,0.6421232553132806
BkiUf-bxK1ThhCdy_Hwd,commoncrawl,A1,0.6008235220498387
BkiUdoI5qsBDDqo4CQQ_,commoncrawl,A1,0.45575976911467625
BkiUbfPxK7DgtAWey_O1,commoncrawl,A1,0.5318454295894384
BkiUfl425V5jgwLP874t,commoncrawl,A1,0.716427183469475
BkiUd444eIXgu4C77sKi,commoncrawl,A1,0.6290478219657198
BkiUbkc4eIfiUN6Jhc6F,commoncrawl,A1,0.6057649330043975
BkiUea_xK2li-DeX0phc,commoncrawl,A1,0.6620889140414735
BkiUeEjxK7IAE_K9yPZV,commoncrawl,A1,0.7980573918554494
BkiUdUo5qX_Bg0pzu7NY,commoncrawl,A1,0.5826835671938357
BkiUdwQ5qsFAfznZcCxV,commoncrawl,A1,0.5332200956952736
BkiUdWA5qsBDH-wqoRpM,commoncrawl,A1,0.731170667945335
BkiUeBbxK7kjXJwSRrLk,commoncrawl,A1,0.5328214051058496
BkiUaN3xK02iP4Wj9wre,commoncrawl,A1,0.6004677471366725
BkiUbto5qsBB3Jex2bx6,commoncrawl,A1,0.7006181768201325
BkiUdFY5ixsDMB_Mi3M1,commoncrawl,A1,0.6462396507676459
BkiUaQfxK0iCl7DT5typ,commoncrawl,A1,0.5690550159556997
BkiUbdg4eIZijRGJ1c3N,commoncrawl,A1,0.7627330358887182
BkiUc7vxK1Thg9qFdHfK,commoncrawl,A1,0.6615646127397564
BkiUbGrxK6wB9mn49CRW,commoncrawl,A1,0.5822507486921282
BkiUb6XxK03BfHDu3ULL,commoncrawl,A1,0.7623502044246767
BkiUfak5qhLBqPGg5mIw,commoncrawl,A1,0.5913370873136703
BkiUc-I4eIfiUWiFcvAw,commoncrawl,A1,0.6397778804906787
BkiUdFI5qX_BhGrDFwKW,commoncrawl,A1,0.620245689125423
BkiUdso5qoTBGz1jzH-m,commoncrawl,A1,0.6002990945982908
BkiUdvvxK02iP4Y2u_Ze,commoncrawl,A1,0.5519355130685771
BkiUcwHxK0zjCxN_s1B0,commoncrawl,A1,0.443702367360152
BkiUdR44uBhjAAuFmNiA,commoncrawl,A1,0.7111015048345002
BkiUc5A4eIZjh60lkXYH,commoncrawl,A1,0.6442497228884587
BkiUdro5qYVBaJeOHed_,commoncrawl,A1,0.6659315171969159
BkiUdes5qhDACtX6RzNO,commoncrawl,A1,0.5683662259403541
BkiUeDw25V5jDmnnwYGY,commoncrawl,A1,0.641013321714756
BkiUd-U5qhDACwYJXtth,commoncrawl,A1,0.6047485353331876
BkiUbew4uBhhxE6LxedY,commoncrawl,A1,0.7544032384064508
BkiUd53xaKgQL0dMaPa1,commoncrawl,A1,0.5817316245509081
BkiUej7xK7FjYEB4WsdY,commoncrawl,A1,0.6614592234008415
BkiUbe_xK7Tt522WYxYr,commoncrawl,A1,0.5622499564286183
BkiUbjDxK7FjYEXSDRNF,commoncrawl,A1,0.697602273505121
BkiUc2g5qWTA6f4qDQj3,commoncrawl,A1,0.6080653439746088
BkiUbfk241xg-GrQoOj9,commoncrawl,A1,0.7094100191692496
BkiUduE4dbghNqLlNlJB,commoncrawl,A1,0.6271788106493896
BkiUem7xK6Ot9V_E5P9l,commoncrawl,A1,0.7508339224056979
BkiUe6_xK3YB9i3RM786,commoncrawl,A1,0.5961007701323884
BkiUfhbxK7IADzpkVaP_,commoncrawl,A1,0.5556563478706837
BkiUdW84eIXhokFxSF0b,commoncrawl,A1,0.48712302218448766
BkiUcQLxK6nrxpQc0Wu9,commoncrawl,A1,0.6771341390539163
BkiUbFw5ixsDMFwZR7Xf,commoncrawl,A1,0.4416940166915325
BkiUe9bxK7FjYAb_8rmp,commoncrawl,A1,0.7122341932461181
BkiUd8HxaKgQLBMQPqN3,commoncrawl,A1,0.5859362555729778
